x_data_0,x_data_1,y_data
0.346332336,0.040801592,1
-0.151956368,-0.244559721,1
0.18926735,0.200041306,1
-0.515640075,-0.852150463,0
-0.106465707,-0.191260447,1
-0.186452274,0.20708194,1
0.299081695,-1.0478714,0
-1.033476289,-0.151573032,0
0.309699284,-0.107317878,1
0.329016769,0.868923805,0
1.06041265,0.190941521,0
-0.92756399,0.109666604,0
-0.181237545,0.250285978,1
-0.757799246,-0.732672707,0
0.448347034,0.923264754,0
0.99097415,0.059868954,0
0.063455819,0.969657656,0
0.897665543,-0.607227579,0
0.159313199,-0.94524196,0
0.142398255,-0.293106083,1
0.818732759,0.674668716,0
0.127480913,1.018271952,0
0.500746186,-0.935233353,0
0.105152321,1.071802485,0
-0.351173771,-0.052602032,1
-0.133277483,-0.311420938,1
0.020297559,0.303367381,1
-0.593369949,0.774698537,0
-0.002038694,0.287260612,1
-0.25965789,0.0744927,1
0.96154819,0.378945309,0
-0.505533266,-0.875202352,0
0.03330408,0.304969517,1
-0.945754477,0.091388178,0
0.002336742,0.293156964,1
0.017503984,0.318487334,1
1.037941487,-0.304979465,0
-1.031795476,0.156002728,0
0.306767158,-0.950179868,0
0.561047131,0.742934771,0
-0.180381962,0.239759183,1
0.407072269,-1.017545551,0
-0.253180977,0.248282726,1
0.160507939,0.308433743,1
-0.291132852,-0.191676792,1
0.000946065,1.088967066,0
0.239074216,-0.038142594,1
0.093562277,-0.258097021,1
-0.216841926,0.127220444,1
-0.820717349,-0.49650938,0
-0.232798752,0.027823771,1
-0.930944752,-0.273132796,0
-1.011248961,0.024050429,0
0.10156088,-0.343322201,1
-0.573496633,0.915865419,0
-0.999245757,0.264041688,0
0.065589976,-0.114305101,1
-0.139753933,0.254541602,1
0.278224707,0.999729044,0
-0.235707605,-0.142756762,1
-0.640460921,-0.873494379,0
0.93324985,-0.269548315,0
0.282043633,0.224071812,1
0.726849853,0.679595214,0
-0.258337058,-0.155913889,1
-0.135387059,-0.937141548,0
0.249112644,-0.237739386,1
0.286077558,0.901086876,0
-1.052324308,-0.025029582,0
-0.327128152,0.077220277,1
0.452968896,-0.850882474,0
0.032819783,-0.316416375,1
0.307873359,-0.236908512,1
-0.218301361,0.285386924,1
0.238202612,-0.129905686,1
0.078692837,0.219406262,1
-0.16928688,0.309036031,1
-0.559517126,-0.728409419,0
0.736175112,-0.609388307,0
-0.010374554,-0.391070896,1
0.17239073,0.277081261,1
-0.093668491,0.223278515,1
0.025245442,0.318071631,1
0.947713876,0.17690035,0
0.105845119,0.282204673,1
0.258083206,-0.236115253,1
0.240333447,0.05108717,1
-1.049727347,0.061984392,0
0.172489683,-0.994167749,0
0.444370186,-0.903650848,0
-0.286029485,-0.158442317,1
-0.736386727,0.847286127,0
0.232819044,0.182521591,1
-0.122415354,0.252997101,1
-0.677393747,0.782833113,0
0.185892495,0.358505894,1
0.106802396,-0.283311288,1
-0.060900543,-0.351154822,1
0.24267279,0.278374754,1
-0.267131644,-0.154041113,1
-0.159941219,-0.176122729,1
-0.302616497,0.11114195,1
-0.148908192,0.165209713,1
-0.191666664,0.912159044,0
-0.762891211,-0.600478178,0
-0.946247865,-0.12121125,0
0.005122735,-0.267659632,1
0.980517476,-0.365494616,0
0.14374392,-1.029475907,0
0.297169657,-0.159729936,1
-0.326842257,0.134880998,1
0.046111896,0.163897838,1
-0.399685395,0.068258698,1
0.280586286,0.165025493,1
0.103331216,1.005453929,0
0.585785615,0.935103707,0
0.111593058,0.27826642,1
-0.127462958,-0.29331862,1
0.106875031,-0.175739597,1
-0.250467292,-0.237532231,1
-0.760481358,0.789663262,0
-0.25972685,-0.138497959,1
0.189071091,0.232032941,1
0.275389229,0.981492197,0
0.296111015,-0.030233982,1
0.22284696,0.262744385,1
-0.67179231,0.688258187,0
0.225284851,0.116463851,1
-0.973486203,0.319971565,0
0.400737372,0.017923091,1
-0.911131709,0.124087163,0
0.526203786,-0.866466293,0
-0.658697977,-0.782912189,0
0.351749851,0.243430263,1
0.091085896,-0.21636176,1
0.802237926,0.4710508,0
0.243201507,0.108255554,1
-0.221575381,-0.975654954,0
0.716582799,0.632152121,0
-0.809259832,0.452160255,0
0.701651629,0.687759332,0
-0.787247252,-0.784098784,0
-0.316515324,-0.140391938,1
-0.191190816,-0.101721944,1
-0.853295609,-0.363226108,0
-0.229398542,0.261375869,1
-0.917909947,-0.706200934,0
-0.677649194,-0.738434763,0
-0.327008699,-0.032805894,1
-0.931036523,-0.211428098,0
-0.398206122,-0.923850329,0
0.286020381,-0.098453655,1
-0.086771576,0.291212661,1
-0.16009038,-0.993437369,0
0.229492317,-0.936781537,0
-0.991748265,0.466456762,0
0.865872479,-0.193657771,0
-0.031052268,-0.283612047,1
0.222149584,0.174376142,1
-0.207097429,-0.153093714,1
-0.923137811,-0.375989761,0
0.018153295,0.257457048,1
-0.908462773,-0.321169226,0
1.059563166,-0.149345318,0
-0.242797782,0.164518646,1
0.012183382,0.936642528,0
-0.955906968,0.181202812,0
-0.128636837,0.213967609,1
0.648734508,0.834835202,0
-0.326015429,-0.12293923,1
-0.969347257,0.217482904,0
-0.062204835,-1.009081598,0
0.051071703,0.225169192,1
-0.165150958,-0.146818237,1
-0.45461116,-0.920535319,0
-0.263026578,-0.045230474,1
-0.257836494,-0.01369689,1
1.012790162,0.082092358,0
-0.186832686,-0.298839785,1
-1.010222468,0.050202916,0
-0.776043493,-0.488792185,0
-0.208522499,-0.30128083,1
0.134512639,0.17699866,1
0.151203193,0.190399236,1
-1.034244388,-0.03719233,0
0.909936584,0.30084204,0
0.112486078,0.183355769,1
-0.325079089,-0.084485687,1
0.929653769,0.44126583,0
0.46442383,0.858866096,0
0.130254382,0.047372325,1
-0.292274638,0.137902669,1
-0.221910188,-0.944713807,0
0.243605287,0.338850217,1
0.894049567,-0.516457597,0
0.955924093,-0.305275507,0
0.208331098,-0.280465687,1
-0.210079196,-0.268188185,1
-0.04151697,0.319081079,1
-0.864297164,-0.651379039,0
-0.420877301,-0.886293018,0
-0.041229367,-0.350255895,1
-0.290739106,-0.042274351,1
0.013924144,-0.278247154,1
-0.243773932,1.010784213,0
0.037754283,-0.308775321,1
0.360976962,-0.056629286,1
-0.028354999,0.339955611,1
0.235223033,0.16226626,1
-0.248642285,0.086657866,1
-0.018246727,-0.41218795,1
0.319469431,0.131629462,1
-0.002667184,-1.071356742,0
-0.04734661,-0.318376653,1
0.073856991,0.162471229,1
-0.751255716,-0.528126528,0
-0.312322394,-0.214161767,1
-0.61075368,-0.847646388,0
0.936474008,-0.197419545,0
0.332746763,-0.033720564,1
0.178780141,0.192851229,1
0.922651058,-0.145148504,0
0.363674613,0.95369411,0
0.304388325,0.194617025,1
0.550020688,-0.798372181,0
0.12542067,-0.22476963,1
0.867595262,0.532123478,0
-0.981119596,-0.21488829,0
-0.951978952,-0.295181274,0
0.309814753,0.077543789,1
0.8273919,0.58681796,0
0.077083484,0.237847597,1
0.687187648,-0.665995121,0
-0.285673041,-0.048091299,1
0.273740941,-0.218234196,1
-0.002167152,-0.326613924,1
-0.179289392,-0.258225797,1
-0.233229405,-1.020314277,0
-0.670453494,0.7190605,0
0.279142787,0.034025718,1
-0.747759099,-0.613684016,0
0.906376329,0.193849916,0
-0.161039942,-0.181562494,1
0.773552643,0.548030765,0
-0.030892602,-0.313179272,1
0.908455336,-0.318730219,0
-0.515326545,0.797157976,0
0.636802966,-0.76752121,0
-0.256338128,-0.098278299,1
-0.347851142,-0.00068362,1
0.419380638,0.995953101,0
0.249970191,0.225873179,1
-0.134242829,-0.293853682,1
0.046679498,0.19772447,1
0.248431392,0.14529993,1
0.23380266,-0.192704929,1
0.047728571,-0.963275613,0
-0.292052363,-0.181079598,1
0.907704556,-0.416535179,0
0.188983297,-0.955329862,0
-0.562950678,-0.721826211,0
-0.217222275,0.082789544,1
0.828000669,-0.568194803,0
-0.209981433,0.104743682,1
-0.057719797,-0.996651267,0
0.845392798,0.65477544,0
-0.745526118,0.691698233,0
-0.257384215,0.244818766,1
0.188236423,-0.216838796,1
0.300135252,-0.935299235,0
0.487587357,-0.905769249,0
-0.678784818,0.805371683,0
0.18800778,-0.911671513,0
0.01109168,-1.087737048,0
-0.521522242,-0.88571149,0
1.008632564,-0.002308098,0
-0.248974183,-0.965271306,0
-0.531216489,-0.832011084,0
-0.019023203,1.088837818,0
-0.056687747,-0.296893672,1
-0.377093322,0.037458929,1
-0.230435274,-0.209849325,1
0.09288019,1.011159881,0
0.824256866,-0.535466088,0
0.714724045,-0.670507565,0
0.167066147,-0.194307332,1
-0.858093653,0.595940501,0
0.974020764,-0.239879538,0
0.643103021,-0.722638899,0
0.712637651,-0.720086157,0
0.254603722,-0.181584814,1
-0.17123034,-0.12610998,1
0.195636391,0.98023238,0
0.80321868,-0.715698396,0
-0.360784084,-0.873817727,0
0.995292498,-0.220377953,0
0.019116573,0.368257091,1
0.181093422,0.148036138,1
-0.264140508,-0.060361342,1
0.059797706,-0.35637826,1
-0.289471904,-0.150602531,1
-0.290012995,0.028235528,1
1.050232303,-0.315495578,0
-0.229565865,-1.018327158,0
0.509520885,0.732508994,0
1.019257038,-0.068387197,0
0.765507694,0.586769062,0
-1.016717156,0.392438844,0
-0.659386497,0.742756283,0
0.366700116,-0.168143636,1
0.187763183,0.226163996,1
-0.082067477,-0.289697265,1
-0.610462059,-0.882882702,0
-0.363387614,-0.887074022,0
-0.052173459,-0.33339887,1
-0.053155217,-0.339066582,1
0.22559823,-0.196650172,1
0.858995689,0.478224102,0
0.91073127,0.316594113,0
-0.097633159,0.277053078,1
0.237566672,0.063955305,1
0.083538584,0.263971283,1
-0.699533523,0.610310916,0
0.265067178,-0.182496523,1
-0.778976618,-0.587943653,0
0.052972262,0.315684447,1
0.24096262,-0.269352225,1
0.916404416,-0.135468681,0
0.345470535,-0.128756753,1
0.366056519,-0.07281492,1
0.187020787,-0.189300789,1
-0.015496135,-0.26370637,1
0.196419024,-0.145423179,1
0.813652497,0.580354993,0
-0.251482635,0.03193116,1
1.057228701,0.082171121,0
-0.206054635,-0.087240745,1
0.954871014,0.040498866,0
1.045880949,0.108268864,0
0.333590371,-0.181767338,1
0.750906186,0.795355821,0
-0.963021189,-0.115349589,0
-0.245545371,0.200419425,1
0.091236813,0.37051805,1
0.058674032,-1.006271394,0
-0.132057746,0.220165503,1
-0.34460481,0.074030237,1
-1.015855866,-0.041166754,0
0.196887436,-0.176293265,1
-0.324049357,0.07671456,1
-0.048389391,-0.286267294,1
-0.751969433,0.710359276,0
0.12877445,0.236679417,1
0.237041637,-0.098237903,1
-0.643112237,-0.859223527,0
-0.391987598,-0.117115863,1
0.163439198,0.252990677,1
0.095932539,-0.267203882,1
0.342960488,-0.021951004,1
0.161898164,0.989473015,0
0.069266708,-0.360107827,1
-0.767293953,0.603127584,0
0.378765209,-0.922900526,0
-0.806188386,0.646635799,0
0.357607419,-0.967292865,0
0.813025018,-0.600459244,0
-0.652427445,0.629015186,0
-0.498440156,-0.828691655,0
0.239287762,0.223389101,1
-0.014923146,0.361140418,1
-0.133001921,-0.921878396,0
0.746586946,-0.498190009,0
-0.166110369,-0.384388585,1
-1.015682165,-0.055797727,0
0.024085854,-1.017375577,0
0.981593869,-0.382862568,0
-0.257543854,0.164471585,1
0.546077735,-0.883255076,0
0.072688007,-0.926167775,0
0.280029777,-0.052505073,1
0.199350805,-0.282017939,1
-0.384572326,-0.013514255,1
-0.73503721,-0.795057371,0
0.235785554,-0.126876521,1
0.129731558,0.131799052,1
0.522816296,-0.774903918,0
-0.620524339,-0.646104828,0
0.949591762,-0.35709826,0
0.325264233,-0.177387418,1
0.241457422,-0.020784852,1
-0.240552144,0.919617709,0
-0.780995728,0.68211528,0
-0.107366045,0.360183719,1
-0.191089577,0.108888639,1
0.284508281,0.962543982,0
-0.319770703,-0.003741538,1
-0.34096273,-0.203697758,1
0.195009784,-0.278443296,1
-0.89078351,0.40291407,0
0.166442365,-0.97812961,0
0.152673345,1.045427423,0
0.199747037,0.170555169,1
0.930597308,0.087570362,0
0.168150459,0.247570782,1
-0.182830935,0.970440782,0
-0.202607482,-0.080512312,1
0.768142098,0.534337904,0
0.901068442,0.449807262,0
0.168325549,0.276597397,1
-0.113887302,1.11072279,0
0.216956009,-0.165559916,1
0.066889034,0.298180868,1
-0.552205116,0.789216246,0
0.176105983,0.932934343,0
-0.218798819,0.26464918,1
-0.852031507,0.41575804,0
-0.339241661,-0.027006125,1
0.137630484,0.335389806,1
-0.254157166,0.173104683,1
-0.052547634,-0.287740049,1
0.043353683,-0.324596213,1
-0.160727973,0.293506462,1
-1.056226428,-0.024562319,0
-0.204416515,0.193166403,1
-0.118935547,0.300319353,1
-0.0770776,0.339678793,1
0.209423864,0.111091175,1
-0.05140439,-0.988488895,0
0.641844172,-0.82459192,0
-0.307675798,0.064778551,1
-0.023955511,0.998423596,0
0.123931253,0.286008867,1
0.258755295,0.930075056,0
0.128541432,-0.193781676,1
-0.05353222,0.242352077,1
1.054841574,0.260037496,0
-0.368821974,0.969797497,0
-0.260019578,-0.253992763,1
-0.273270643,0.020983146,1
-0.94050535,0.180447978,0
-0.157427047,-0.156442548,1
0.266361628,-0.140467589,1
0.768069293,-0.403023552,0
-0.613142773,-0.76145286,0
-0.123680936,-0.29981665,1
0.132276978,-0.216320134,1
-0.187142865,0.230004208,1
0.890676543,0.411430392,0
1.087162132,0.045969582,0
-0.163362844,0.272419437,1
-0.875325378,-0.525964884,0
-0.169611822,-0.212250356,1
-0.682195245,0.79600837,0
0.167017538,-0.260507361,1
0.684401691,0.721096199,0
-0.329000164,-0.034630253,1
0.300018738,-0.001420894,1
0.114236121,0.288825592,1
-0.020151263,-0.312645622,1
1.10832785,0.011443541,0
0.132641486,0.318554833,1
0.165848766,-0.202357903,1
0.028367646,0.275518471,1
-0.94482597,-0.209131812,0
0.26615813,0.953266832,0
0.162158944,-0.204254693,1
0.907251628,-0.287532885,0
0.25127531,0.07331981,1
1.065419308,-0.074745626,0
0.176920072,1.020039257,0
0.921076476,0.33741744,0
-0.250796944,-1.067189013,0
0.735710513,-0.526107975,0
1.014231058,-0.077096357,0
-0.906384488,0.271387374,0
0.907452305,0.508533473,0
-0.237302266,0.096322616,1
-0.299058505,-0.861310789,0
0.220880206,-0.243029521,1
0.526945056,0.803793377,0
0.717811334,0.605598199,0
0.210022881,0.033098676,1
-0.275907416,0.005238052,1
0.799209318,-0.573346248,0
-0.916639332,0.3952824,0
-0.195423604,0.314926135,1
-0.843524044,0.538950041,0
0.09971162,0.361264502,1
-0.078237065,0.250392821,1
0.339121695,0.030283393,1
-0.303723001,0.1244804,1
-0.164073806,-0.068276053,1
-0.128070899,-0.264041356,1
-0.441839625,0.932844742,0
0.580633393,-0.776157427,0
-0.341380439,-0.133146458,1
-0.194301729,-0.269002865,1
-0.416999124,0.865161492,0
-0.117451007,0.253723977,1
0.508761063,-0.79186846,0
0.658838768,-0.772413204,0
0.728413895,-0.548401229,0
-0.927503203,-0.202771616,0
0.003911117,0.388289855,1
-0.159870544,-0.222866243,1
0.273520816,0.981444308,0
-0.527036746,0.965703061,0
0.888210398,-0.507525836,0
0.622664006,-0.773643039,0
0.841973682,-0.362938934,0
-0.116706526,0.282935356,1
0.049388032,-0.29043564,1
-0.300745778,0.155091879,1
-0.387818751,0.044853379,1
-0.942783536,-0.483387677,0
0.486877617,-0.835636702,0
-0.066180605,-0.267240226,1
0.239400487,-0.165927033,1
-0.252063338,0.925003396,0
-0.360851157,0.109894296,1
0.483592196,-0.866784531,0
-0.189564977,0.206617766,1
-0.273047759,-0.099557756,1
0.913206769,0.38277121,0
0.143174897,-0.297818363,1
-0.942310515,0.4321363,0
0.679112793,-0.672623177,0
0.244356705,0.005798605,1
-0.622788918,-0.835864958,0
-0.079487456,0.942757434,0
-0.071139879,-0.308458404,1
-0.858243092,-0.381595879,0
0.241994277,-0.095280476,1
0.153567417,0.200666349,1
-0.016698196,0.346533786,1
0.187475089,-0.286671866,1
-0.238992777,-0.308648915,1
0.574411727,-0.740259394,0
0.033360264,-0.996604433,0
0.042005067,0.368246482,1
0.104105267,-0.223542646,1
-0.798507322,0.532735883,0
-1.01728196,0.094291918,0
-0.287549391,0.212378599,1
-0.942740851,-0.389668953,0
0.007718152,-0.485237791,1
-0.314608386,0.21153605,1
-0.214355574,-0.222533242,1
0.914844416,0.131291135,0
-0.379952534,0.062387084,1
0.926078074,0.104997153,0
-0.716320851,-0.701111986,0
-0.274898511,0.041338225,1
0.120270687,-0.901209211,0
-0.270413677,0.198724685,1
-0.236313279,-1.045218025,0
-0.230355257,0.198713285,1
-0.846548202,0.553706246,0
-0.077911948,0.295442525,1
-0.014590077,0.999310932,0
0.155116708,-0.254271509,1
1.058542196,-0.173139576,0
-0.272074466,-0.028743304,1
0.866440967,0.562621899,0
0.324413763,-0.116784194,1
-0.19190265,-0.124361117,1
-0.828135819,0.456733157,0
-0.088314477,0.286147596,1
0.340456958,-0.039080564,1
-0.986073516,0.251711771,0
